CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,REPORTING_DISTRICT,DAY_OF_WEEK,POPULATION,PRIMARY_RD,SECONDARY_RD,INTERSECTION,WEATHER_1,STATE_HWY_IND,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,LIGHTING,CONTROL_DEVICE,BICYCLE_ACCIDENT,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,CITY
5496832,2011,2012-05-25,9650,2011-12-30,2224,,5,9,EL CAMINIO REAL,CRISTIANITOS RD,N,B,N,3,0,1,2,A,N,H,G,A,A,H,D,D,Y,Y,J,48,0,1,0,0,1,UNINCORPORATED
5475559,2012,2013-07-11,9650,2012-01-06,600,,5,9,CRISTIANITOS RD,EL CAMINIO REAL,N,A,N,3,0,1,2,A,F,C,G,A,A,H,D,D,Y,,D,22,0,1,0,0,1,UNINCORPORATED
90357487,2016,2017-01-30,9650,2016-12-20,1140,,2,9,OLD PACIFIC HIGHWAY,BASILONE RD,N,A,N,4,0,1,2,D,N,D,G,A,A,H,A,A,Y,,-,- ,0,0,1,0,1,UNINCORPORATED
6477049,2014,2014-07-11,9680,2014-04-24,2125,,4,9,D ST,6TH ST,N,A,N,3,0,1,1,A,N,F,A,A,A,H,D,D,Y,Y,L,4,0,1,0,0,1,UNINCORPORATED
6211579,2013,2014-04-07,9680,2013-09-04,1440,,3,9,6TH ST,E ST,N,A,N,3,0,1,2,A,N,H,G,A,A,H,A,A,Y,,L,4,0,1,0,0,1,UNINCORPORATED
4973774,2010,2011-11-30,9680,2010-11-09,1230,,2,9,B ST,5TH ST,N,A,N,3,0,1,2,A,N,F,A,A,A,H,A,D,Y,,A,7,0,1,0,0,1,UNINCORPORATED
4585738,2010,2010-11-15,9650,2010-01-12,1010,,2,9,LAS PULGAS RD,RT 5,N,A,N,3,0,2,2,A,N,D,G,A,A,H,A,D,Y,,L,4,0,1,1,0,2,UNINCORPORATED
4852721,2010,2011-09-02,9680,2010-08-07,1840,,6,9,B ST,8TH ST,N,A,N,4,0,1,2,A,M,H,G,A,A,H,A,D,Y,,L,4,0,0,1,0,1,UNINCORPORATED
4405390,2009,2010-06-11,9680,2009-09-18,1023,,5,9,B ST,7TH ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,UNINCORPORATED
6160014,2013,2014-03-14,3710,2013-07-12,1510,,5,6,NORTH PACIFIC ST,HARBOR DR,N,A,N,3,0,1,2,A,N,B,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
8577577,2018,2018-03-23,3710,2018-02-13,1120,1,2,6,HARBOR DR NORTH,HARBOR BL SOUTH,N,A,N,3,0,1,2,A,N,H,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
4910200,2010,2011-06-28,3710,2010-06-19,1620,,6,6,PACIFIC ST,HARBOR DR,N,A,N,3,0,1,2,A,N,B,G,A,A,H,A,D,Y,,D,22,0,1,0,0,1,OCEANSIDE
5314436,2011,2013-02-28,3710,2011-08-06,1500,,6,6,PACIFIC ST,N PACIFIC,N,A,N,2,0,1,1,A,N,F,I,A,A,H,A,A,Y,,L,4,1,0,0,0,1,OCEANSIDE
8751601,2018,2018-12-11,3710,2018-07-01,1710,6,7,6,HARBOR DR,NORTH PACIFIC ST,N,A,N,4,0,1,2,A,F,H,G,A,A,H,A,D,Y,Y,A,1,0,0,1,0,1,OCEANSIDE
5674261,2012,2013-10-14,3710,2012-06-20,1000,,3,6,HARBOR DR,PACIFIC ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
6931848,2015,2015-06-09,3710,2015-04-28,1727,,2,6,HARBOR DR SOUTH,HARBOR DR NORTH,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
5229269,2011,2012-10-12,3710,2011-06-12,1240,,7,6,NORTH HARBOR DR,SANTA FE  AV,N,A,N,3,0,1,2,D,N,B,E,A,A,H,A,A,Y,,-,- ,0,1,0,0,1,OCEANSIDE
4280843,2009,2010-03-04,3710,2009-06-09,1130,5,2,6,HARBOR DR,NORTH PACIFIC ST,N,A,N,4,0,1,2,A,N,C,G,A,A,H,A,D,Y,,D,22,0,0,1,0,1,OCEANSIDE
8158076,2016,2016-11-07,3710,2016-10-26,13,,3,6,HARBOR DR,HARBOR RD,N,A,N,4,0,1,1,B,N,H,I,A,A,H,C,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
8178275,2016,2016-12-07,3710,2016-11-16,1515,,3,6,HARBOR BL,S HARBOR BL,Y,A,N,3,0,1,2,A,F,B,G,A,A,H,A,D,Y,,D,22,0,1,0,0,1,OCEANSIDE
8758970,2018,2018-12-17,3710,2018-07-21,1040,1,6,6,S HARBOR DR,HARBOR DR,N,A,N,3,0,1,1,A,N,H,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
8803678,2019,2019-02-27,3710,2019-01-30,1138,1,3,6,S HARBOR DR,NORTH HARBOR DR,N,A,N,2,0,1,2,A,N,H,G,A,A,H,A,D,Y,,A,1,1,0,0,0,1,OCEANSIDE
7108467,2015,2015-11-03,3710,2015-10-17,1200,,6,6,S HARBOR DR,NORTH PACIFIC ST,N,A,N,3,0,1,2,A,N,B,G,A,A,H,A,A,Y,,A,1,0,1,0,0,1,OCEANSIDE
8441899,2017,2017-09-14,3710,2017-07-14,1730,1,5,6,HARBOR DR,S HARBOR DR,N,A,N,4,0,1,2,A,N,H,G,A,A,H,A,D,Y,,L,4,0,0,1,0,1,OCEANSIDE
8703289,2018,2018-09-24,3710,2018-08-17,1100,1,5,6,S HARBOR DR 300,HARBOR DR 1200,N,A,N,3,0,1,2,A,N,B,G,A,A,E,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
6434251,2014,2014-07-23,3710,2014-04-06,1453,,7,6,HARBOR DR NORTH,HARBOR,N,A,N,3,0,1,1,A,N,H,A,A,A,G,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
8341155,2017,2017-04-13,3710,2017-03-25,1800,,6,6,HARBOR DR N,HARBOR DR,N,A,N,4,0,1,1,A,N,E,I,A,A,H,A,D,Y,,L,4,0,0,1,0,1,OCEANSIDE
5807280,2012,2013-12-31,3710,2012-11-01,1530,,4,6,NORTH COAST HWY,HARBOR DR,Y,A,N,4,0,1,2,A,N,D,G,A,A,H,A,D,Y,,D,22,0,0,1,0,1,OCEANSIDE
6653810,2014,2014-10-15,3710,2014-09-14,1439,,7,6,N PACIFIC,BREAKWATER,N,A,N,4,0,1,1,A,N,A,I,A,A,H,A,D,Y,,L,4,0,0,1,0,1,OCEANSIDE
8573358,2018,2018-03-21,3710,2018-01-26,935,6,5,6,NORTH PACIFIC ST,BREAKWATER WY,N,A,N,4,0,1,1,A,N,E,I,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
8431481,2017,2017-09-18,3710,2017-07-15,1042,1,6,6,NORTH HARBOR DR,S HARBOR DR,N,A,N,4,0,1,2,B,N,H,G,A,A,H,A,D,Y,,J,48,0,0,1,0,1,OCEANSIDE
9062841,2019,2020-05-16,3710,2019-10-15,1112,,2,6,NORTH PACIFIC ST,BREAKWATER WY,N,A,N,3,0,2,2,A,N,B,G,A,A,H,A,A,Y,,-,,0,1,1,0,1,OCEANSIDE
8903095,2019,2019-08-02,3710,2019-07-06,1228,,6,6,NORTH HARBOR DR,HARBOR DR,N,A,N,3,0,1,3,A,N,C,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
6616165,2014,2014-09-25,3710,2014-08-16,1031,,6,6,PACIFIC ST,NEPTUNE WY,N,A,N,3,0,1,2,A,N,C,E,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
4869603,2010,2011-08-17,3710,2010-08-21,1625,,6,6,SOUTH COAST HWY,S COAST HWY 2120,-,A,N,4,0,1,2,A,N,D,G,A,A,H,A,D,Y,,L,4,0,0,1,0,1,OCEANSIDE
5441730,2011,2013-02-02,9650,2011-12-17,1148,,6,9,HARBOR DR,RT 5,N,A,N,3,0,1,2,A,N,C,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,UNINCORPORATED
8078931,2016,2016-07-12,3710,2016-06-12,1255,,7,6,CARMELO DR,MONTEREY DR,N,A,N,3,0,1,2,A,N,C,-,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
4608963,2010,2010-11-22,3710,2010-02-10,1155,,3,6,THE STRAND,SURF RIDER WY,N,A,N,3,0,2,2,A,N,D,G,A,A,H,A,A,Y,,L,4,0,2,0,0,2,OCEANSIDE
8086323,2016,2016-07-18,3710,2016-07-05,1801,,2,6,N THE STRAND,SURFRIDER,N,B,N,3,0,1,1,A,N,A,I,A,A,H,A,D,Y,Y,L,4,0,1,0,0,1,OCEANSIDE
7103634,2015,2015-11-04,3710,2015-10-09,30,,5,6,THE STRAND N,SURFRIDER,N,A,N,2,0,1,1,D,N,E,I,A,A,H,C,D,Y,,-,- ,1,0,0,0,1,OCEANSIDE
5057960,2011,2012-03-19,3710,2011-01-16,1400,,7,6,SURF RIDER WY,N PACIFIC AV,N,A,N,3,0,1,1,A,N,H,J,A,A,H,A,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
9045420,2019,2020-02-12,3710,2019-09-10,2003,,2,6,NORTH PACIFIC ST,SURFRIDER WY,Y,A,N,3,0,1,2,A,N,A,G,A,A,H,C,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
7119337,2015,2015-11-19,3710,2015-11-03,844,,2,6,N CLEVELAND ST,NEPTUNE WY,N,B,N,4,0,1,2,A,N,A,G,A,A,H,A,A,Y,,A,1,0,0,1,0,1,OCEANSIDE
8145595,2016,2017-02-06,3710,2016-09-01,603,,4,6,COAST HWY,MONTEREY ST,N,B,N,2,0,1,2,A,N,C,G,A,A,H,C,D,Y,,L,4,1,0,0,0,1,OCEANSIDE
9068867,2020,2020-07-22,3710,2020-04-26,1300,,7,6,PACIFIC ST,SPORTSFISHER,N,A,N,2,0,1,2,A,N,H,G,A,A,H,A,D,Y,,A,1,1,0,0,0,1,OCEANSIDE
4765058,2010,2011-06-21,3710,2010-06-19,1004,,6,6,SURFRIDER WY,PACIFIC ST,N,A,N,3,0,1,2,A,N,-,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
8674909,2018,2018-08-20,3710,2018-05-28,1828,6,1,6,CLEVELAND ST,SURFRIDER WY,N,A,N,4,0,2,2,A,N,H,G,A,A,H,A,D,Y,,L,4,0,0,2,0,2,OCEANSIDE
8158775,2016,2017-01-19,3710,2016-10-21,1628,,5,6,NORTH COAST HWY,COSTA PACIFICA,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
6700809,2014,2014-12-02,3710,2014-10-01,1755,,3,6,SURFRIDER WY,CLEVELAND ST,Y,A,N,3,0,1,2,A,F,D,G,A,A,H,A,A,Y,Y,A,1,0,1,0,0,1,OCEANSIDE
4579892,2010,2010-11-08,3710,2010-01-15,2200,,5,6,CLEVELAND ST,SPORTFISHER DR,Y,A,N,3,0,1,2,D,F,-,G,A,A,H,C,D,Y,,-,- ,0,1,0,0,1,OCEANSIDE
6707100,2014,2014-12-04,3710,2014-10-11,1530,,6,6,NEPTUNE WY,FREEMAN ST,Y,A,N,2,0,1,2,A,N,H,G,A,A,H,A,A,Y,,L,4,1,0,0,0,1,OCEANSIDE
6583483,2014,2014-08-19,3710,2014-07-21,1720,,1,6,WINDWARD,COAST,N,A,N,4,0,1,2,A,N,-,G,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
7028036,2015,2015-10-24,3710,2015-09-10,1535,,4,6,SURFRIDER WY,COAST HWY,N,A,N,3,0,1,2,A,F,D,G,A,A,H,A,D,Y,,D,22,0,1,0,0,1,OCEANSIDE
6707570,2014,2015-01-09,3710,2014-11-04,1220,,2,6,THE STRAND,SEAGAZE DR,N,A,N,3,0,1,1,A,N,E,I,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
4217802,2009,2009-12-14,3710,2009-04-26,1640,6,7,6,STRAND WY,SEAGAZE DR,Y,A,N,4,0,1,2,A,M,B,G,A,A,H,A,A,Y,,L,4,0,0,1,0,0,OCEANSIDE
6612013,2014,2014-09-15,3710,2014-07-27,2245,,7,6,SEAGAZE DR,N THE STRAND,N,A,N,3,0,1,1,B,N,H,A,A,A,H,C,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
8760647,2018,2019-01-09,3710,2018-09-04,1830,1,2,6,CLEVELAND ST,CIVIC CENTER DR,Y,A,N,3,0,1,1,A,N,E,J,A,A,A,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
8204938,2016,2017-01-11,3710,2016-12-02,1444,,5,6,NEPTUNE WY,N DITMAR ST,N,A,N,2,0,1,1,A,N,A,J,A,A,C,A,D,Y,,L,4,1,0,0,0,1,OCEANSIDE
9258006,2020,2021-04-30,3710,2020-04-09,920,,4,6,SEAGAZE DR,N PACIFC ST,N,A,N,3,0,1,1,A,N,H,A,A,A,H,A,D,Y,Y,L,4,0,1,0,0,1,OCEANSIDE
8325905,2017,2017-03-22,3710,2017-03-01,1827,,3,6,MISSION AV,MISSION GATE,N,A,N,4,0,1,2,A,N,D,G,A,A,H,C,B,Y,Y,L,4,0,0,1,0,1,OCEANSIDE
9156035,2020,2020-11-19,3710,2020-09-11,1040,,5,6,SURFRIDER WY,N COAST HWY  ALLEY,N,A,N,2,0,1,2,A,F,B,G,A,A,H,A,D,Y,Y,-,99,1,0,0,0,1,OCEANSIDE
8380374,2017,2017-06-01,3710,2017-05-24,1651,,3,6,1ST ST,SOUTH PACIFIC ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
8714333,2018,2018-10-23,3710,2018-07-07,2025,3710,6,6,PIER VIEW WY,CLEVELAND ST,N,A,N,3,0,1,2,A,N,H,G,A,A,H,C,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
9096512,2019,2020-05-16,3710,2019-12-17,2122,,2,6,N TREMONT ST,CIVIC CENTER DR,Y,A,N,3,0,1,2,A,N,D,G,A,A,H,C,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
6571205,2014,2014-08-27,3710,2014-07-16,2125,,3,6,SURFRIDER,N FREEMAN,Y,A,N,4,0,1,2,A,N,D,G,A,A,H,C,D,Y,,A,1,0,0,1,0,1,OCEANSIDE
4579843,2010,2010-11-30,3710,2010-01-15,2126,,5,6,TREMONT ST,PIER VIEW WY,N,A,N,3,0,1,2,A,N,C,G,A,A,H,C,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
6653812,2014,2015-05-29,3710,2014-09-19,2245,,5,6,MISSION,CLEVELAND,Y,A,N,4,0,1,2,A,N,A,G,A,A,H,C,D,Y,Y,L,4,0,0,1,0,1,OCEANSIDE
7047626,2015,2015-09-18,3710,2015-08-18,633,,2,6,MISSION AV,CLEVELAND ST,N,A,N,3,0,1,2,A,N,B,G,A,A,H,A,D,Y,Y,A,1,0,1,0,0,1,OCEANSIDE
7015950,2015,2015-08-17,3710,2015-07-23,1505,,4,6,THE STRAND SOUTH,SEAGAZE DR,N,A,N,3,0,1,2,A,N,B,G,A,A,H,A,A,Y,,A,7,0,1,0,0,1,OCEANSIDE
9146446,2020,2020-10-10,3710,2020-08-03,532,,1,6,NORTH COAST HWY,CIVIC CENTER DR,Y,A,N,4,0,1,2,A,N,B,G,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
9117353,2020,2020-09-09,3710,2020-06-18,2334,,4,6,SPORTFISHER DR,N FREEMAN ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,C,D,Y,,-,,0,1,0,0,1,OCEANSIDE
4893214,2010,2011-10-19,3710,2010-09-18,1428,,6,6,SOUTH COAST HWY,CIVIC CENTER DR,N,A,N,3,0,1,2,A,N,B,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
5254997,2011,2012-11-30,3710,2011-07-16,1810,,6,6,SOUTH PACIFIC ST,TYSON ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,7,0,1,0,0,1,OCEANSIDE
8714949,2018,2018-11-06,3710,2018-10-08,1224,3,1,6,THE STRAND S,SEAGAZE DR,N,A,N,3,0,1,2,A,N,H,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
5115921,2011,2012-04-04,3710,2011-02-26,1023,,6,6,CLEVELAND ST,SEAGAZE DR,N,A,N,3,0,1,2,A,N,C,E,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
8448855,2017,2017-09-14,3710,2017-08-13,1138,3,7,6,THE STRAND S,SEAGAZE,N,A,N,3,0,1,1,B,N,H,A,A,A,A,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
9187202,2020,2021-02-04,3710,2020-11-19,1308,,4,6,SEAGAZE ST,CLEVELAND ST,Y,A,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,Y,L,4,0,0,1,0,1,OCEANSIDE
6112674,2013,2014-03-03,3710,2013-06-18,1800,,2,6,MISSION AV,TREMONT ST,Y,A,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,,D,22,0,0,1,0,1,OCEANSIDE
9136443,2020,2020-09-15,3710,2020-06-26,1400,,5,6,S STRAND,SEAGAZE DR,N,B,N,3,0,1,2,A,N,H,G,A,A,H,A,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
8417579,2017,2017-08-11,3710,2017-06-25,855,6,7,6,N COAST,PIER VIEW,Y,A,N,3,0,1,1,B,N,H,G,A,A,H,A,A,Y,,-,- ,0,1,0,0,1,OCEANSIDE
5243571,2011,2012-09-18,3710,2011-06-27,1825,,1,6,NORTH COAST HWY,PIERVIEW WY,Y,B,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
6346806,2016,2016-04-04,3710,2016-03-14,1243,,1,6,PIERVIEW WY,NORTH COAST HWY,N,B,N,4,0,1,2,A,N,D,G,A,B,H,A,A,Y,Y,L,4,0,0,1,0,1,OCEANSIDE
6194138,2013,2014-03-25,3710,2013-08-14,2100,,3,6,SURFRIDER ST,NEVADA ST,N,A,N,4,0,1,2,A,N,B,G,A,A,H,C,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
8645088,2018,2018-07-30,3710,2018-06-13,910,7,3,6,MISSION AV,COAST HWY,N,A,N,3,0,1,2,A,N,H,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
4316415,2009,2010-04-13,3710,2009-07-11,1603,6,6,6,MISSION AV,NORTH COAST HWY,N,A,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,,A,1,0,0,1,0,1,OCEANSIDE
5270836,2011,2012-12-01,3710,2011-08-08,635,,1,6,MISSION AV,COAST HWY,Y,A,N,4,0,1,2,A,N,D,G,A,A,H,B,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
8858959,2019,2019-05-22,3710,2019-04-30,846,,2,6,CIVIC CENTER DR,N DITMAR ST,Y,C,N,4,0,1,2,A,N,D,G,A,B,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
9176209,2020,2020-12-09,3710,2020-10-18,943,,7,6,DITMAR ST,CIVIC CENTER DR,N,A,N,3,0,1,1,A,N,E,I,A,A,H,A,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
8108804,2016,2016-09-13,3710,2016-08-28,845,,7,6,PACIFIC ST,PINE ST,Y,A,N,4,0,1,2,A,N,C,G,A,A,H,A,D,Y,,L,4,0,0,1,0,1,OCEANSIDE
4191673,2009,2009-12-04,3710,2009-04-05,1010,7,7,6,PACIFIC ST,PINE ST,N,A,N,3,0,1,2,A,N,G,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
8978360,2019,2020-01-23,3710,2019-11-01,1301,,5,6,SOUTH PACIFIC ST,PINE ST,N,A,N,2,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,1,1,0,0,0,1,OCEANSIDE
8155323,2016,2017-01-19,3710,2016-10-18,1204,,2,6,SOUTH COAST HWY,SEAGAZE,Y,A,N,3,0,1,2,A,N,D,G,A,A,H,A,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
6111165,2013,2014-02-27,3710,2013-06-01,2040,,6,6,SOUTH COAST HWY,SEAGAZE DR,Y,A,N,4,0,1,2,D,M,D,G,A,A,H,C,A,Y,Y,-,- ,0,0,1,0,1,OCEANSIDE
4428510,2009,2010-05-14,3700,2009-08-20,1234,,4,5,SOUTH COAST HWY,COAST HWY,-,A,N,3,0,1,2,A,N,B,G,A,A,H,A,D,Y,,D,22,0,1,0,0,1,ENCINITAS
6239185,2013,2014-04-18,3710,2013-10-05,850,,6,6,SOUTH COAST HWY,SEAGAZE DR,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
7129537,2015,2015-12-08,3710,2015-10-14,1710,,3,6,S TREMONT,TOPEKA ST,N,A,N,2,0,1,2,A,N,G,B,A,A,H,A,D,Y,,L,4,1,0,0,0,1,OCEANSIDE
4554794,2009,2010-10-07,3710,2009-12-26,1635,,6,6,MISSION AV,FREEMAN ST,N,A,N,3,0,1,2,A,N,B,G,A,A,H,B,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
5511294,2012,2013-07-19,3710,2012-02-18,830,,6,6,S TREMONT ST,TOPEKA ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,7,0,1,0,0,1,OCEANSIDE
6226392,2013,2014-06-03,3710,2013-09-13,1830,,5,6,SOUTH COAST HWY,TOPEKA ST,N,A,N,4,0,1,2,A,N,D,G,A,A,H,A,D,Y,,L,4,0,0,1,0,1,OCEANSIDE
6202012,2013,2014-04-02,3710,2013-08-28,1505,,3,6,PIER VIEW WY,NEVADA ST,Y,A,N,3,0,1,2,A,N,D,G,A,A,H,A,A,Y,,A,1,0,1,0,0,1,OCEANSIDE
8689774,2018,2018-09-07,3710,2018-04-27,1600,,5,6,CIVIC CENTER DR,CLEMENTINE ST,N,A,N,3,0,1,2,A,N,H,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
6614930,2014,2014-09-12,3710,2014-08-25,1620,,1,6,CIVIC CENTER,N CLEMENTINE,Y,A,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
5485851,2012,2013-06-12,3710,2012-01-18,615,,3,6,SEAGAZE DR,FREEMAN ST,N,A,N,4,0,1,2,D,F,C,G,A,A,H,B,D,Y,,-,- ,0,0,1,0,1,OCEANSIDE
4337405,2009,2010-04-08,3710,2009-07-31,1406,7,5,6,MICHIGAN AV,TREMONT ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
8685506,2018,2018-09-04,3710,2018-07-19,103,6,4,6,MISSION AV,DITMAR ST,N,A,N,3,0,1,2,A,N,H,G,A,A,H,C,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
6413592,2014,2014-06-24,3710,2014-03-16,1305,,7,6,DITMAR ST,SEAGAZE DR,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,A,Y,,A,1,0,1,0,0,1,OCEANSIDE
4290874,2009,2010-01-27,3710,2009-05-28,2000,11,4,6,CIVIC CENTER DR,HORNE ST,Y,A,N,3,0,1,2,A,N,D,G,A,A,H,C,A,Y,,-,- ,0,1,0,0,1,OCEANSIDE
6933937,2015,2015-06-15,3710,2015-05-04,1750,,1,6,THE STRAND,WISCONSIN ST,N,A,N,3,0,1,1,D,N,E,I,A,A,H,A,D,Y,,-,- ,0,1,0,0,1,OCEANSIDE
5635128,2012,2013-09-05,3710,2012-05-09,725,,3,6,S STRAND,WISCONSIN ST,Y,A,N,3,0,1,1,A,N,E,I,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
6871350,2015,2015-04-22,3710,2015-03-16,425,,1,6,MISSION AV,N NEVADA AV,N,A,N,3,0,1,2,A,N,H,G,A,A,H,C,D,Y,,D,22,0,1,0,0,1,OCEANSIDE
8180037,2016,2016-12-08,3710,2016-11-18,130,,5,6,SOUTH COAST HWY,MICHIGAN AV,Y,A,N,3,0,1,2,A,F,A,G,A,A,H,A,A,Y,,-,99,0,1,0,0,1,OCEANSIDE
8554004,2017,2018-06-08,3710,2017-12-20,1255,7,3,6,SOUTH COAST HWY,MICHIGAN AV,Y,A,N,3,0,1,2,A,F,H,G,A,A,H,A,A,Y,,A,1,0,1,0,0,1,OCEANSIDE
8350238,2017,2017-04-21,3710,2017-04-09,835,,7,6,SOUTH COAST HWY,MICHIGAN,N,A,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,,A,1,0,0,1,0,1,OCEANSIDE
9018503,2019,2020-02-11,3710,2019-12-14,855,,6,6,NEVADA ST,SEAGAZE DR,N,B,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
5547188,2012,2013-07-01,3710,2012-02-26,1451,,7,6,MISSION AV,N CLEMENTINE ST,N,A,N,3,0,1,2,A,N,D,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
8719308,2018,2018-10-22,3710,2018-10-05,2107,6,5,6,WASHINGTON AV,TREMONT ST,Y,A,N,3,0,1,2,A,F,D,G,A,A,H,C,A,Y,,A,7,0,1,0,0,1,OCEANSIDE
5754034,2012,2013-11-02,3710,2012-07-22,1137,,7,6,WISCONSIN,S MYERS,N,B,N,4,0,1,2,A,N,B,E,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
4690559,2010,2011-03-29,3710,2010-04-12,825,,1,6,MISSION AV,N HORNE ST,Y,A,N,4,0,1,2,A,N,G,B,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
4448759,2009,2010-07-07,3710,2009-10-18,1415,,7,6,SOUTH PACIFIC ST,HAYES ST,Y,B,N,3,0,1,2,A,N,B,G,A,A,H,A,A,Y,,A,1,0,1,0,0,1,OCEANSIDE
8591000,2018,2018-04-10,3710,2018-02-08,1644,6,4,6,CIVIC CENTER DR,NORTH WEITZEL,N,A,N,3,0,1,2,A,N,H,G,A,A,H,A,D,Y,,L,4,0,1,0,0,1,OCEANSIDE
9111155,2020,2020-10-30,3710,2020-05-23,1620,,6,6,TAIT ST,HAYES ST,N,A,N,3,0,1,2,A,N,C,G,A,A,H,A,A,Y,,L,4,0,1,0,0,1,OCEANSIDE
8065359,2016,2016-06-20,3710,2016-06-06,1905,,1,6,S FREEMAN,MISSOURI,Y,A,N,4,0,1,2,A,N,D,G,A,A,H,A,A,Y,,L,4,0,0,1,0,1,OCEANSIDE
4390289,2009,2010-04-20,3710,2009-08-21,1438,8,5,6,PACIFIC ST,MARRON ST,N,A,N,3,0,1,2,A,N,-,G,A,A,H,A,D,Y,,A,1,0,1,0,0,1,OCEANSIDE
